Steer Clear	1	OTJ	Swallow:Condition_If	Condition_If — Steer Clear deals 2 damage to target attacking or blocking creature. Steer Clear deals 4 damage to that creature instead if you controlled a
Stolen Uniform	1	FIN	Effect:when	When you lose control of that Equipment this turn, if it's attached to a creature you control, unattach it
Subterranean Schooner	1	LCI;PLCI	Swallow:Duration_ThisTurn	Duration_ThisTurn — Whenever this Vehicle attacks, target creature that crewed it this turn explores. (Reveal the top card of your library. Put that card into y
Suki, Courageous Rescuer	1	PTLA;TLA	Trigger:Whenever another permanent you control leaves the battlefield during your turn	Whenever another permanent you control leaves the battlefield during your turn, create a 1/1 white Ally creature token. This ability triggers only once each tur
Summoner's Grimoire	1	FIN;PFIN	Swallow:Condition_If	Condition_If — Job select Equipped creature is a Shaman in addition to its other types and has "Whenever this creature attacks, you may put a creature card
Surrak, Elusive Hunter	1	PTDM;TDM	Trigger:Whenever a creature you control	Whenever a creature you control, draw a card.
Suspend Aggression	1	PSOS;SOS	Swallow:DynamicQty	DynamicQty — Exile target nonland permanent and the top card of your library. For each of those cards, its owner may play it until the end of their next 
Symbiote Spider-Man	1	OM1;PSPM;SPM	Effect:gain	gain this card's other abilities
Take the Fall	1	OTJ	Swallow:Condition_If	Condition_If — Target creature gets -1/-0 until end of turn. It gets -4/-0 until end of turn instead if you control an outlaw. (Assassins, Mercenaries, Pir
Taster of Wares	1	ECL;PECL	Swallow:DynamicQty	DynamicQty — When this creature enters, target opponent reveals X cards from their hand, where X is the number of Goblins you control. You choose one of 
Temple of Cyclical Time	1	LCI	Swallow:Condition_If	Condition_If — (Transforms from Ojer Pakpatiq, Deepest Epoch.) {T}: Add {U}. Remove a time counter from this land. {2}{U}, {T}: Transform this land. Activa
Temple of Power	1	LCI	Swallow:Condition_If	Condition_If — (Transforms from Ojer Axonil, Deepest Might.) {T}: Add {R}. {2}{R}, {T}: Transform this land. Activate only if red sources you controlled de
Temple of the Dead	1	LCI	Swallow:Condition_If	Condition_If — (Transforms from Aclazotz, Deepest Betrayal.) {T}: Add {B}. {2}{B}, {T}: Transform this land. Activate only if a player has one or fewer car
Teysa, Opulent Oligarch	2	MKM;PMKM	Swallow:Duration_ThisTurn;Swallow:DynamicQty	DynamicQty — Deathtouch At the beginning of your end step, investigate for each opponent who lost life this turn. Whenever a Clue you control is put into
Thaumaton Torpedo	1	EOE	Swallow:Duration_ThisTurn	Duration_ThisTurn — {6}, {T}, Sacrifice this artifact: Destroy target nonland permanent. This ability costs {3} less to activate if you attacked with a Spacecra
The Dominion Bracelet	1	EOE;PEOE	Effect:this	This ability costs {X} less to activate, where X is ~'s power
The End	1	PWOE;WOE	Effect:search	Search its controller's graveyard, hand, and library for any number of cards with the same name as that permanent and exile them
The Incredible Hulk	1	MSH	Swallow:Condition_If	Condition_If — Reach, trample Enrage — Whenever The Incredible Hulk is dealt damage, put a +1/+1 counter on him. If he's attacking, untap him and there i
The Legend of Yangchen	1	PTLA;TLA	Effect:choose	choose permanent with mana value 3 or greater from among permanents your opponents control
The Millennium Calendar	2	LCI;PLCI	Trigger:When there are 1,000 or more time counters on ~;Trigger:Whenever you untap one or more permanents during your untap step	Whenever you untap one or more permanents during your untap step, put that many time counters on ~.
The Rollercrusher Ride	1	DSK;PDSK	Swallow:Condition_If	Condition_If — Delirium — If a source you control would deal noncombat damage to a permanent or player while there are four or more card types among card
The Skullspore Nexus	1	LCI;PLCI	Effect:create	create a green Fungus Dinosaur creature token with base power and toughness each equal to the total power of those creatures
The Tale of Tamiyo	1	DSK;PDSK	Swallow:Condition_If	Condition_If — (As this Saga enters and after your draw step, add a lore counter. Sacrifice after IV.) I, II, III — Mill two cards. If two cards that sha
The Tomb of Aclazotz	1	LCI	Effect:it	it enters with a finality counter on it and is a Vampire in addition to its other types
Thousand-Year Storm	1	2X2;FDN;GRN;PFDN;PGRN;PRM	Swallow:DynamicQty	DynamicQty — Whenever you cast an instant or sorcery spell, copy it for each other instant and sorcery spell you've cast before it this turn. You may cho
Throw from the Saddle	2	OTJ	Swallow:Condition_If;Swallow:DynamicQty	DynamicQty — Target creature you control gets +1/+1 until end of turn. Put a +1/+1 counter on it instead if it's a Mount. Then it deals damage equal to i
Tin Street Gossip	1	MKM	Effect:spend	Spend this mana only to cast face-down spells or to turn creatures face up
Tinybones, Bauble Burglar	1	FDN;PFDN	Effect:unknown	During your turn, you may play cards you don't own with stash counters on them from exile, and mana of any type can be spent to cast those spells.
Tishana's Tidebinder	1	LCI;PJSC;PLCI	Swallow:Condition_AsLongAs	Condition_AsLongAs — Flash When this creature enters, counter up to one target activated or triggered ability. If an ability of an artifact, creature, or planes
Torch the Tower	1	WOE	Swallow:Duration_ThisTurn	Duration_ThisTurn — Bargain (You may sacrifice an artifact, enchantment, or token as you cast this spell.) Torch the Tower deals 2 damage to target creature or 
Torch the Witness	1	MKM	Swallow:Condition_If	Condition_If — Torch the Witness deals twice X damage to target creature. If excess damage was dealt to that creature this way, investigate. (Create a Clue
Town Greeter	1	FIN	Swallow:Condition_If	Condition_If — When this creature enters, mill four cards. You may put a land card from among them into your hand. If you put a Town card into your hand th
Trance Kuja, Fate Defied	1	FIN;PFIN	Swallow:Condition_If	Condition_If — Flare Star — If a Wizard you control would deal damage to a permanent or player, it deals double that damage instead.
Transcendent Archaic	1	SOS	Swallow:Condition_If	Condition_If — Vigilance Converge — When this creature enters, you may draw X cards, where X is the number of colors of mana spent to cast this spell. If
Treacherous Greed	1	MKM;PMKM	Swallow:Duration_ThisTurn	Duration_ThisTurn — As an additional cost to cast this spell, sacrifice a creature that dealt damage this turn. Draw three cards. Each opponent loses 3 life and
Twisted Sewer-Witch	1	WOE	Effect:for	for each Rat you control
Ultimate Spider-Man	1	OM1;PSPM;SPM	Swallow:DynamicQty	DynamicQty — First strike, haste Camouflage — {2}: Put a +1/+1 counter on Ultimate Spider-Man. He gains hexproof and becomes colorless until end of tur
Ultimecia, Time Sorceress	1	FIN	ParseWarning:target-fallback	[warning:target-fallback] parse_target could not classify 'eight cards from your graveyard'
Undead Sprinter	1	DSK;PDSK	Swallow:Condition_If	Condition_If — Trample, haste You may cast this card from your graveyard if a non-Zombie creature died this turn. If you do, this creature enters with a +1
Unstable Glyphbridge	1	LCI	Effect:for	for each player, choose a creature with power 2 or less that player controls
Urgent Necropsy	1	MKM;PMKM	Swallow:DynamicQty	DynamicQty — As an additional cost to cast this spell, collect evidence X, where X is the total mana value of the permanents this spell targets. Destroy 
Valgavoth, Terror Eater	1	DSK;PDSK	Swallow:Condition_If	Condition_If — Flying, lifelink Ward—Sacrifice three nonland permanents. If a card you didn't control would be put into an opponent's graveyard from anyw
Vanille, Cheerful l'Cie	1	FIN	Effect:fearless	Fearless l'Cie, you may pay {3}{B}{G}
Vannifar, Evolved Enigma	1	MKM;PMKM	Effect:cloak	Cloak a card from your hand
Vincent's Limit Break	3	FIN	Effect:{0};Effect:{1};Effect:{3}	• Galian Beast — {0} — 3/2.
Vraska, the Silencer	2	OTJ;POTJ	Effect:it's;Effect:lose	It's a Treasure artifact with "{T}, Sacrifice ~: Add one mana of any color,"
Warden of the Grove	1	PTDM;TDM	Swallow:DynamicQty	DynamicQty — At the beginning of your end step, put a +1/+1 counter on this creature. Whenever another nontoken creature you control enters, it endures X
Warped Space	1	DSK;PDSK	Effect:unknown	Once each turn, you may pay {0} rather than pay the mana cost for a spell you cast from exile.
Waterbending Lesson	1	TLA	Swallow:Condition_Unless	Condition_Unless — Draw three cards. Then discard a card unless you waterbend {2}. (While paying a waterbend cost, you can tap your artifacts and creatures to 
Weftwalking	1	EOE;PEOE	Effect:unknown	The first spell each player casts during each of their turns may be cast without paying its mana cost.
Winnowing	1	ECL;PECL	Effect:for	For each player, you choose a creature that player controls. Then each player sacrifices all other creatures they control that don't share a creature type with 
Wisecrack	1	MSC;OM1;SPM	Swallow:Condition_If	Condition_If — Target creature deals damage equal to its power to itself. If that creature is attacking, Wisecrack deals 2 damage to that creature's contro
Wojek Investigator	1	MKM;PMKM	Swallow:DynamicQty	DynamicQty — Flying, vigilance At the beginning of your upkeep, investigate once for each opponent who has more cards in hand than you. (To investigate, 
Yarus, Roar of the Old Gods	1	MKM;PMKM	Swallow:Condition_If	Condition_If — Other creatures you control have haste. Whenever one or more face-down creatures you control deal combat damage to a player, draw a card. Wh
Yenna, Redtooth Regent	1	PWOE;WOE	Swallow:Condition_If	Condition_If — {2}, {T}: Choose target enchantment you control that doesn't have the same name as another permanent you control. Create a token that's a co
Zaffai and the Tempests	1	PSOS;SOS	Swallow:Optional_YouMay	Optional_YouMay — Once during each of your turns, you may cast an instant or sorcery spell from your hand without paying its mana cost.
Zenos yae Galvus	1	FIN;PFIN	Trigger:When the chosen creature leaves the battlefield	When the chosen creature leaves the battlefield, transform ~.
Zidane, Tantalus Thief	1	FIN;PMEI	Trigger:Whenever an opponent gains control of a permanent from you	Whenever an opponent gains control of a permanent from you, you create a Treasure token.
Zimone, All-Questioning	1	DSK;PDSK;SOC	Swallow:Duration_ThisTurn	Duration_ThisTurn — At the beginning of your end step, if a land entered the battlefield under your control this turn and you control a prime number of lands, c
Zimone, Paradox Sculptor	1	FDN;PFDN	Swallow:DynamicQty	DynamicQty — At the beginning of combat on your turn, put a +1/+1 counter on each of up to two target creatures you control. {G}{U}, {T}: Double the numb
